"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","progression_rate_fsm","progression_rate_non_fsm","progression_rate","high_tariff_progression_rate_fsm","high_tariff_progression_rate_non_fsm","high_tariff_progression_rate","progression_rate_gap","high_tariff_progression_rate_gap"
200809,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","6.8","24.9","21.2","1.4","4.9","4.2","18.1","3.5"
200910,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","7.8","26.2","23.2","0.5","4.6","3.9","18.4","4.1"
201011,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","9.1","25.9","23.5","1","4.7","4.1","16.8","3.6"
201112,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","8","26.6","23.8","0.5","4.1","3.5","18.6","3.6"
201213,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","9.5","28.8","25.8","0.2","3.5","3","19.3","3.2"
201314,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","10.8","28.2","25.3","0.7","3.5","3.1","17.4","2.8"
201415,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","9.4","29.9","26.3","0.4","4.4","3.7","20.5","3.9"
201516,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","12.7","31.2","27.8","1.7","4.5","4","18.4","2.8"
201617,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","10.2","34.6","30.4","0.9","6.1","5.2","24.4","5.2"
201718,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","13.7","35.9","31.6","1.7","5.6","4.9","22.2","3.9"
201819,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","12.7","35.2","31.3","1.5","6.9","5.9","22.5","5.4"
201920,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","14.6","38.1","34","1.6","9.2","7.9","23.5","7.5"
202021,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","15.4","36.1","32.6","1.4","8.7","7.5","20.6","7.3"
202122,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","370","E08000016","Barnsley","16.1","34.7","31.8","1","8.4","7.2","18.6","7.4"
200506,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","6","26.1","22.9","x","x","x","20.1","x"
200607,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","7.5","24.9","22.2","x","x","x","17.4","x"
200708,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","6.9","24.2","21.7","x","x","x","17.3","x"
200809,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","8.9","27.6","24.9","1.3","5.4","4.8","18.7","4.1"
200910,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","10.2","28.8","26.4","1.2","6.3","5.6","18.7","5.1"
201011,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","9","28.4","25.8","1.3","5.7","5.1","19.5","4.4"
201112,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","11.6","29.9","27.8","1.1","6.1","5.6","18.3","5"
201213,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","12.6","30","27.7","1.2","4.9","4.4","17.4","3.7"
201314,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","13.8","33.1","30.5","1.9","6.5","5.9","19.3","4.7"
201415,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","14.1","35.9","32.7","1.5","7.4","6.6","21.8","5.9"
201516,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","16.9","35.6","32.6","2","6.8","6","18.7","4.9"
201617,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","14.5","35.7","32.1","2.4","6.7","6","21.1","4.3"
201718,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","14.7","35.4","32.1","2.6","7.2","6.4","20.8","4.6"
201819,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","17.3","34.7","32.1","1.6","6.7","6","17.3","5.1"
201920,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","16.7","34.7","32","2","7.5","6.7","17.9","5.5"
202021,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","19","39.2","36.4","1.4","8.5","7.5","20.2","7.1"
202122,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","371","E08000017","Doncaster","19.4","39.5","36.6","3.3","9.6","8.7","20.2","6.3"
200506,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","6.5","27.6","24.4","x","x","x","21.1","x"
200607,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","7.7","29.9","26.8","x","x","x","22.2","x"
200708,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","10.6","26.4","24.3","x","x","x","15.7","x"
200809,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","11","29.8","27.3","1.6","6.1","5.5","18.8","4.5"
200910,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","11.7","29.2","26.7","1.8","7.1","6.3","17.5","5.3"
201011,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","12.5","30.9","28.2","2","5.9","5.4","18.3","3.9"
201112,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","11.9","29.8","27","1.9","6.7","6","17.9","4.8"
201213,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","14.4","32.4","29.7","1.8","5.7","5.2","18","3.9"
201314,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","14.5","33.4","30.6","1.5","6.6","5.9","18.9","5.2"
201415,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","15.1","35.1","32.1","1.9","8.5","7.5","20","6.6"
201516,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","15.9","37.1","34","2.3","7.1","6.4","21.2","4.9"
201617,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","16.1","40.2","36.3","2.6","7.2","6.5","24.1","4.6"
201718,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","18.8","40.4","36.8","1.8","8.1","7.1","21.7","6.4"
201819,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","19.4","38.5","35.5","1.1","7.5","6.5","19.1","6.4"
201920,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","18.7","38.3","35.6","2.4","7.3","6.6","19.6","4.9"
202021,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","17.6","39","35.8","4.2","7.6","7","21.3","3.4"
202122,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","372","E08000018","Rotherham","17.7","41","37.6","2.6","9.4","8.4","23.3","6.8"
200506,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","9.7","31.4","27.3","x","x","x","21.7","x"
200607,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","12.3","30.7","27.3","x","x","x","18.4","x"
200708,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","13","31.9","28.6","x","x","x","18.9","x"
200809,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","16.5","32.4","29.9","2.4","9.4","8.3","15.9","7"
200910,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","14.1","32.7","29.9","2.2","10.2","9","18.6","8"
201011,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","15.2","34.8","31.8","1.6","9.7","8.4","19.6","8.1"
201112,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","15.8","33.5","31","1.8","9.4","8.3","17.8","7.6"
201213,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","19.2","35.3","33","2.4","8","7.2","16.1","5.6"
201314,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","20.7","35","33","2.4","9.4","8.4","14.4","7"
201415,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","20.2","36.5","34.1","3","10.4","9.3","16.3","7.4"
201516,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","23.7","40.8","38.1","3.4","11.8","10.5","17.1","8.5"
201617,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","23","42.1","38.7","2.5","10.3","8.9","19.1","7.8"
201718,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","24.7","42.1","39.1","4.9","11.4","10.3","17.4","6.5"
201819,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","23.3","43.4","40","4.4","12.8","11.4","20.1","8.4"
201920,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","25.3","43.6","40.4","4.2","12.2","10.8","18.3","8"
202021,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","24.2","45.9","41.4","3.8","13.4","11.4","21.8","9.6"
202122,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","25.9","49","44.9","3.8","15","13","23.1","11.2"
200506,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","380","E08000032","Bradford","16.9","29","25.9","x","x","x","12","x"
200607,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","380","E08000032","Bradford","18.4","30.4","27.1","x","x","x","12","x"
200708,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","380","E08000032","Bradford","19","30.1","27.3","x","x","x","11.1","x"
200809,"Academic year","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","380","E08000032","Bradford","19.2","32.6","29","0.9","6.8","5.2","13.3","5.9"
